neuron_id,super_class,class,cell_type,side,nt_type,nt_score,x,y,z
720575940632409500,central,,AOTUv3B_P02,right,ACH,0.91,633.3,169.8,66.8
720575940632472850,descending,,DNpe056,right,ACH,0.9,612.0,185.3,200.9
720575940632475449,visual_projection,,LC4,right,ACH,0.68,677.0,283.0,125.0
720575940632481849,visual_projection,,LPLC1,left,ACH,0.58,371.5,204.6,203.0
720575940632492319,central,,PVLP128,left,ACH,0.82,421.3,219.4,148.2
720575940632496865,visual_projection,,LC16,left,ACH,0.44,370.0,290.8,145.1
720575940632499757,descending,,DNp01,right,GLUT,0.27,635.0,185.7,191.0
720575940632512226,visual_projection,,LPLC2,right,ACH,0.53,696.8,187.5,183.5
720575940632548665,visual_projection,,LPLC4,right,ACH,0.73,703.6,190.7,175.9
720575940632648602,central,,"LAL028, LAL029",left,ACH,0.74,438.7,156.4,101.9
720575940632679341,central,,CB3114,right,ACH,0.68,581.0,202.1,150.5
720575940632711052,visual_projection,,LPLC2,right,ACH,0.62,666.4,215.0,192.5
720575940632715234,visual_projection,,LC4,right,ACH,0.59,671.6,289.1,121.5
720575940632736825,central,,CL038,left,GLUT,0.51,475.6,153.2,142.2
720575940632769180,visual_projection,,LC4,left,ACH,0.61,353.5,263.6,149.0
720575940632772456,visual_projection,,LPLC1,right,ACH,0.66,671.5,218.0,186.0
720575940632777124,visual_projection,,LPLC2,left,ACH,0.51,359.5,257.8,197.7
720575940632779932,visual_projection,,LPLC2,left,ACH,0.73,378.5,194.2,219.4
720575940632804435,central,,VES005,left,ACH,0.91,483.0,261.1,147.2
720575940632807193,central,,AVLP370a,right,ACH,0.86,672.6,306.6,92.2
720575940632871322,central,,"LAL028, LAL029",right,ACH,0.82,616.6,149.2,46.0
720575940632900665,descending,,DNpe022,right,ACH,0.93,615.2,189.1,205.0
720575940632912409,visual_projection,,LPLC1,right,ACH,0.64,677.5,225.2,176.7
720575940632946477,visual_projection,,LPLC1,left,ACH,0.65,370.4,203.9,203.0
720575940633011256,descending,,DNpe023,right,ACH,0.89,554.6,231.8,104.1
720575940633013355,visual_projection,,LC4,right,ACH,0.57,672.0,292.6,123.9
720575940633095137,descending,,DNp71,right,ACH,0.89,626.8,194.7,194.6
720575940633176749,visual_projection,,LPLC4,left,ACH,0.8,365.7,186.4,212.1
720575940633203783,central,,CL038,right,GLUT,0.73,552.9,119.7,77.5
720575940633208647,central,,PS065,left,GABA,0.79,457.6,259.0,135.5
720575940633218863,visual_projection,,LC4,right,ACH,0.58,669.8,287.5,125.9
720575940633246399,visual_projection,,LC16,left,ACH,0.58,403.1,293.2,163.8
720575940633307327,central,,CL128a,left,GABA,0.75,404.8,214.0,185.6
720575940633308371,central,,PS100,left,GLUT,0.39,485.6,260.2,157.5
720575940633318044,central,,CB1932,right,ACH,0.64,650.0,225.9,152.4
720575940633350812,central,,AVLP531,right,GABA,0.79,664.7,213.3,197.6
720575940633360610,visual_projection,,LC16,left,ACH,0.54,376.9,272.8,155.3
720575940633529548,descending,,DNg74_a,left,GABA,0.58,500.1,363.1,135.8
720575940633552685,visual_projection,,LPLC2,right,ACH,0.54,695.3,196.8,168.5
720575940633556644,central,,AOTU019,left,GABA,0.78,453.8,144.1,46.0
720575940633560089,central,,VES023,right,GABA,0.81,589.1,298.1,50.4
720575940633572004,visual_projection,bilateral,LPT50,right,GABA,0.76,656.3,226.5,207.0
720575940633573836,central,,cL16,right,DA,0.74,658.1,272.2,155.4
720575940633580384,visual_projection,,LC4,left,ACH,0.51,332.1,216.5,162.6
720575940633588320,visual_projection,,LPLC2,right,ACH,0.55,680.1,207.5,195.0
720575940633631396,central,,OA-VUMa1,center,OCT,0.82,456.5,261.5,157.1
720575940633665903,central,,CB2997,right,ACH,0.76,581.4,199.7,150.5
720575940633746515,central,,PVLP015,left,GLUT,0.69,439.9,225.0,129.2
720575940633995949,central,,PLP029,right,GLUT,0.7,690.0,224.1,63.7
720575940634062803,visual_projection,,LT51,left,GLUT,0.68,331.6,191.6,168.4
720575940634146967,visual_projection,,LPLC2,right,ACH,0.44,703.0,187.7,184.8
720575940634188907,visual_projection,,LC16,left,ACH,0.51,362.9,275.8,152.6
720575940634223514,visual_projection,,LPLC4,left,ACH,0.73,373.1,205.6,203.0
720575940634356587,visual_projection,,LT82a,right,ACH,0.81,710.1,180.6,162.2
720575940634361336,visual_projection,,LPLC1,left,ACH,0.69,394.5,218.3,219.1
720575940634388927,central,,PS090b,right,GABA,0.5,565.4,293.4,31.2
720575940634458719,descending,,DNpe056,left,ACH,0.91,443.9,188.6,213.9
720575940634502812,visual_projection,,LPLC1,right,ACH,0.67,692.3,219.5,198.0
720575940634517856,visual_projection,,LC4,left,ACH,0.66,333.8,213.0,163.4
720575940634553230,central,,"LAL028, LAL029",right,ACH,0.84,616.7,150.1,46.0
720575940634601067,central,,PS058,left,ACH,0.87,345.2,180.3,135.3
720575940634612194,optic,LOP,LPi15,right,GABA,0.86,683.0,260.6,233.7
720575940634645867,central,,PS233,left,ACH,0.83,470.0,214.9,115.2
720575940634646753,central,,AVLP258,left,ACH,0.88,384.8,242.0,139.9
720575940634676916,central,,CB0766,right,ACH,0.91,688.6,276.6,101.2
720575940634700980,visual_projection,,LPLC2,left,ACH,0.53,391.6,217.1,223.1
720575940634780517,visual_projection,,LC16,left,ACH,0.53,382.0,293.9,154.7
720575940634790648,central,,PLP060,right,GABA,0.76,659.9,303.0,77.7
720575940634821733,visual_projection,,LC16,right,ACH,0.67,671.5,300.1,125.1
720575940634823449,central,,PVLP021,right,GABA,0.77,610.7,207.0,109.3
720575940634839964,visual_projection,,LPLC4,left,ACH,0.8,371.1,205.0,203.0
720575940634857583,visual_projection,,LPLC1,right,ACH,0.62,678.0,224.5,176.8
720575940634874266,central,,LAL054,left,GLUT,0.64,460.2,232.7,108.6
720575940634895514,visual_projection,,LCe06,left,ACH,0.71,358.0,196.5,181.7
720575940634916453,visual_projection,,LC16,left,ACH,0.59,389.7,296.0,157.4
720575940635004271,visual_projection,,LPLC2,left,ACH,0.45,375.3,187.3,224.0
720575940635028591,central,,PVLP137,left,ACH,0.88,435.4,192.0,172.9
720575940635040357,visual_projection,,LPLC2,right,ACH,0.47,676.7,224.3,176.8
720575940635047672,central,,PVLP122a,right,ACH,0.87,633.9,230.5,127.7
720575940635089945,central,,cML01,left,GLUT,0.66,395.0,251.4,175.6
720575940635119723,central,,LHAD1g1,left,GABA,0.69,381.8,181.2,133.8
720575940635202204,central,,VES041,right,GABA,0.86,436.4,156.5,100.9
720575940635211768,central,,CB0626,left,GABA,0.86,503.7,280.9,114.5
720575940635234478,visual_projection,,LPLC2,left,ACH,0.45,348.9,182.1,195.5
720575940635283575,visual_projection,,"LT53,PLP098",left,ACH,0.82,373.2,202.2,188.2
720575940635307639,visual_projection,,LPLC2,left,ACH,0.52,329.7,168.2,203.6
720575940635497311,visual_projection,,LPLC4,left,ACH,0.71,375.5,197.9,216.4
720575940635516084,visual_projection,,LPLC2,left,ACH,0.53,380.0,197.1,218.9
720575940635559322,visual_projection,,LC16,left,ACH,0.52,408.7,290.1,186.5
720575940635572592,visual_projection,,LPLC2,right,ACH,0.56,676.9,225.0,176.7
720575940635631211,visual_projection,,LPLC1,left,ACH,0.5,369.4,201.7,203.0
720575940635714399,visual_projection,,LPLC1,right,ACH,0.68,677.3,225.5,176.7
720575940635835967,visual_projection,,LC4,right,ACH,0.66,666.3,278.8,140.9
720575940635872101,descending,,DNp09,left,ACH,0.88,448.7,309.6,163.9
720575940635917966,central,,CL128a,right,GABA,0.63,654.7,205.7,183.9
720575940635926335,central,,CB1883,left,ACH,0.88,341.9,184.3,137.0
720575940635967886,central,,AVLP340,right,ACH,0.86,670.2,316.3,92.4
720575940635970190,central,,LAL046,right,GABA,0.68,653.2,309.7,86.2
720575940636087006,visual_projection,,LC16,right,ACH,0.66,677.8,301.1,122.4
720575940636217012,visual_projection,,LTe76,right,ACH,0.89,619.1,219.7,202.9
720575940636229342,visual_projection,,LPLC1,right,ACH,0.57,678.3,223.6,176.8
720575940636280809,visual_projection,,LCe07,left,ACH,0.81,359.2,198.3,181.7
720575940636295019,visual_projection,,LPLC2,left,ACH,0.51,352.2,181.4,195.7
720575940636348852,visual_projection,,"LT53,PLP098",right,ACH,0.76,709.2,186.9,152.5
720575940636418740,visual_projection,,LPLC4,left,ACH,0.73,323.0,236.1,193.3
720575940636471220,visual_projection,,LC16,right,ACH,0.61,677.6,305.4,115.0
720575940636523866,visual_projection,,LPLC4,right,ACH,0.75,677.0,216.3,179.7
720575940636529520,visual_projection,,LPLC2,left,ACH,0.55,362.8,180.7,218.0
720575940636536286,visual_projection,,LPLC1,right,ACH,0.61,678.1,224.1,176.8
720575940636539102,visual_projection,,LPLC2,right,ACH,0.5,690.4,239.9,196.8
720575940636574644,central,,CB2700,left,GABA,0.89,387.5,303.6,148.3
720575940636700272,central,,CB3707,right,GABA,0.74,571.5,281.2,118.3
720575940636703977,visual_projection,,LPLC1,left,ACH,0.58,371.3,206.1,203.0
720575940636704357,central,,AVLP396,right,ACH,0.71,696.4,257.5,58.4
720575940636789360,central,,CB1717,right,ACH,0.91,645.7,226.8,169.5
720575940636795620,visual_projection,,LPLC1,right,ACH,0.57,678.1,223.0,176.8
720575940636832879,central,,AVLP536,left,GLUT,0.74,382.0,201.0,205.5
720575940636878682,visual_projection,,LPLC2,right,ACH,0.48,676.9,224.5,176.8
720575940636950505,visual_projection,,LPLC2,right,ACH,0.45,703.2,186.5,192.4
720575940636957006,visual_projection,,LC4,right,ACH,0.67,670.5,277.2,131.6
720575940636983518,visual_projection,,LPLC1,left,ACH,0.66,385.9,211.2,219.7
720575940636999401,visual_projection,,LPLC2,right,ACH,0.47,679.7,220.5,176.7
720575940637064926,visual_projection,,LC31b,right,ACH,0.88,662.0,284.9,138.8
720575940637073897,visual_projection,,LC16,left,ACH,0.57,363.9,272.9,152.5
720575940637074291,central,,PLP173,right,GABA,0.71,651.4,204.3,182.4
720575940637088602,visual_projection,,LPLC2,right,ACH,0.41,676.4,205.8,195.4
720575940637106032,visual_projection,,LT51,left,GLUT,0.72,333.5,176.9,166.4
720575940637210334,central,,LAL081,right,ACH,0.9,593.8,265.9,129.4
720575940637274852,central,,VES046,left,GLUT,0.82,525.5,119.0,134.6
720575940637334756,central,,"PS230,PLP242",right,ACH,0.81,608.7,228.3,181.6
720575940637368286,visual_projection,,LPLC1,right,ACH,0.68,674.8,217.1,183.8
720575940637416078,visual_projection,,LC33,right,GLUT,0.78,708.9,205.5,129.0
720575940637448681,visual_projection,,LC16,right,ACH,0.66,662.8,311.9,125.4
720575940637603982,visual_projection,,LPLC1,right,ACH,0.66,675.6,235.3,169.0
720575940637607646,descending,,DNa13,right,ACH,0.76,606.9,169.1,83.4
720575940637635305,central,,CB0172,right,GABA,0.63,636.6,337.1,162.8
720575940637645894,visual_projection,,LC16,right,ACH,0.57,668.9,315.9,115.9
720575940637662790,visual_projection,,LC16,left,ACH,0.69,391.1,293.2,154.2
720575940637702222,visual_projection,,LPLC2,right,ACH,0.63,673.2,209.6,191.2
720575940637792880,optic,ME.LO,LMa2,right,GABA,0.82,692.6,302.9,116.0
720575940637905478,visual_projection,,LPLC1,left,ACH,0.61,370.4,205.4,203.0
720575940637952624,optic,ME.LO,LMa2,right,GABA,0.71,713.3,263.8,114.7
720575940637952846,visual_projection,,LC16,left,ACH,0.54,385.4,296.4,153.3
720575940637958709,visual_projection,,LPLC2,right,ACH,0.61,676.8,224.7,176.8
720575940638051696,optic,LO,Li24,left,GABA,0.7,320.6,223.4,149.6
720575940638065571,visual_projection,,LPLC1,right,ACH,0.66,667.1,218.5,192.6
720575940638235957,central,,CB1932,left,ACH,0.66,415.9,220.6,196.6
720575940638360798,central,,PVLP020,left,GABA,0.83,435.5,197.8,108.6
720575940638456227,visual_projection,,LC4,left,ACH,0.56,334.8,245.3,145.8
720575940638496720,visual_projection,,LC4,left,ACH,0.62,374.6,265.3,162.2
720575940638540672,visual_projection,,LC16,right,ACH,0.65,668.5,298.4,126.5
720575940638603709,central,,PVLP022,right,GABA,0.73,603.5,229.2,136.3
720575940638626118,visual_projection,,LPLC2,left,ACH,0.63,383.0,195.7,226.7
720575940638644096,visual_projection,,LPLC1,right,ACH,0.64,677.6,223.7,176.8
720575940638835288,visual_projection,,LPLC2,left,ACH,0.51,381.3,210.2,213.0
720575940638857048,visual_projection,,LPLC2,right,ACH,0.55,683.9,228.8,197.3
720575940638870360,central,,CB3978,left,GABA,0.75,476.4,284.4,58.0
720575940638881699,visual_projection,,LC16,right,ACH,0.6,655.0,312.4,123.6
720575940638900713,central,,PVLP011,right,GABA,0.85,619.2,257.7,81.4
720575940638910040,central,,PVLP151,right,ACH,0.82,720.4,212.8,87.1
720575940638922624,visual_projection,,LPLC2,right,ACH,0.46,679.3,221.2,176.7
720575940638927960,visual_projection,,LC16,left,ACH,0.42,384.2,293.0,151.0
720575940639109795,visual_projection,,LPLC2,left,ACH,0.55,391.6,210.6,224.0
720575940639128646,visual_projection,,LC31c,right,ACH,0.81,636.5,286.4,183.8
720575940639172816,visual_projection,,LPLC1,left,ACH,0.54,370.5,204.8,203.0
720575940639177449,visual_projection,,LPLC2,right,ACH,0.68,699.4,188.8,193.0
720575940639179891,central,,PS233,right,ACH,0.84,582.3,220.6,102.1
720575940639278781,central,,CB0625,right,GABA,0.63,621.3,327.1,182.6
720575940639417432,central,,"PS230,PLP242",right,ACH,0.81,579.8,196.1,146.0
720575940639563728,visual_projection,,LT51,left,GLUT,0.71,355.7,200.0,177.8
720575940639811469,central,,CB3877,center,GABA,0.48,517.1,353.4,192.5
720575940639817947,visual_projection,,LC4,right,ACH,0.62,681.2,277.6,122.7
720575940639878352,visual_projection,,LPLC2,left,ACH,0.53,347.6,171.5,195.2
720575940639884878,visual_projection,,LPLC2,left,ACH,0.51,374.3,254.4,224.7
720575940639895003,visual_projection,,LPLC2,left,ACH,0.47,347.1,222.2,199.1
720575940639977269,visual_projection,,LPLC1,right,ACH,0.68,678.1,225.1,176.7
720575940640168637,central,,CB0540,right,GABA,0.81,557.9,302.0,48.0
720575940640172221,central,,CL323a,left,ACH,0.72,465.8,223.3,141.4
720575940640175731,optic,ME.LO,LMa2,left,GABA,0.71,347.1,285.6,139.9
720575940640218941,visual_projection,,LC16,right,ACH,0.69,663.9,315.4,119.3
720575940640228736,visual_projection,,LC16,left,ACH,0.5,380.8,295.2,146.2
720575940640231485,visual_projection,,LC16,right,ACH,0.62,654.7,316.0,127.0
720575940640254552,visual_projection,,LPLC4,right,ACH,0.82,693.8,194.9,179.8
720575940640302389,visual_projection,,LPLC2,left,ACH,0.55,356.5,182.5,194.1
720575940640325429,descending,,DNa06,right,ACH,0.84,608.1,170.5,83.4
720575940640331472,descending,,MDN,right,ACH,0.72,528.4,124.4,126.1
720575940640353333,visual_projection,,LPLC4,left,ACH,0.73,359.8,184.4,208.7
720575940640510427,visual_projection,,LPLC2,right,ACH,0.67,706.5,183.1,187.8
720575940640612480,visual_projection,,LC4,left,ACH,0.68,378.0,266.2,157.1
720575940640625280,visual_projection,,LPLC4,left,ACH,0.81,356.9,281.9,191.9
720575940640642723,visual_projection,,LPLC1,left,ACH,0.52,386.6,214.8,213.4
720575940640714192,central,,CB1852,right,ACH,0.92,711.4,204.3,92.3
720575940640748888,visual_projection,,LPT47_vCal2,left,GLUT,0.56,359.9,167.7,204.4
720575940640762275,central,,CB2127,left,ACH,0.83,341.8,183.6,137.0
720575940640763507,central,,PLP092,left,ACH,0.87,335.0,165.5,193.9
720575940640788725,central,,PS088,left,GABA,0.82,480.8,283.4,54.0
720575940640792973,visual_projection,,LPLC1,left,ACH,0.6,369.3,202.5,203.0
720575940640834211,central,,PVLP011,left,GABA,0.83,426.9,243.3,97.3
720575940640868184,optic,ME.LO,LMa2,left,GABA,0.63,329.1,243.9,143.3
720575940640926627,central,,CB3513a,left,GABA,0.74,422.5,230.1,152.6
720575940641096144,visual_projection,,LC31c,left,ACH,0.81,413.2,267.0,197.1
720575940641173632,descending,,DNp69,left,ACH,0.86,446.6,202.5,144.8
720575940641188304,visual_projection,,LCe06,right,ACH,0.72,691.4,207.4,155.7
720575940641213824,visual_projection,,LC4,right,ACH,0.64,670.4,290.9,127.5
720575940641216976,visual_projection,,LPLC4,left,ACH,0.79,372.3,206.4,203.0
720575940641227136,visual_projection,,LPLC4,right,ACH,0.74,697.5,190.5,182.9
720575940641251792,visual_projection,,LC16,right,ACH,0.56,635.4,320.5,147.0
720575940641276045,visual_projection,,LT51,right,GLUT,0.7,713.0,186.6,120.8
720575940641363957,central,,AVLP429,left,ACH,0.85,325.7,202.5,126.0
720575940641464309,central,,SAD013,left,GABA,0.74,419.0,242.7,148.6
720575940641511888,visual_projection,,LPLC4,right,ACH,0.86,679.5,219.1,176.7
720575940641552347,visual_projection,,LPLC2,left,ACH,0.57,376.6,197.6,224.4
720575940641607888,visual_projection,,LC16,left,ACH,0.44,389.8,295.9,151.2
720575940641704656,visual_projection,,LPLC2,left,ACH,0.43,350.5,237.2,209.4
720575940641706184,central,,PVLP138,right,ACH,0.87,616.3,207.9,213.2
720575940642181005,visual_projection,,LPLC4,left,ACH,0.48,372.4,205.1,203.0
720575940642397128,visual_projection,,LPLC2,right,ACH,0.76,698.0,194.4,170.7
720575940642414837,visual_projection,,LPLC2,left,ACH,0.44,390.1,209.8,220.4
720575940643118733,visual_projection,,LT51,left,GLUT,0.66,349.5,191.4,169.0
720575940643347616,descending,,DNp55,left,ACH,0.86,459.4,185.2,208.8
720575940643740872,central,,PS058,right,ACH,0.83,694.1,194.7,71.4
720575940643740964,visual_projection,,LPLC2,left,ACH,0.47,382.8,206.8,218.8
720575940643783534,central,,LAL026,left,ACH,0.82,455.7,252.6,140.6
720575940644361582,central,,AVLP286,left,ACH,0.87,337.1,235.6,99.2
720575940644438551,descending,,DNa01,right,ACH,0.74,607.8,169.1,83.4
720575940644440100,visual_projection,,LC16,right,ACH,0.58,667.5,314.9,121.1
720575940644465568,visual_projection,,LTe20,right,ACH,0.88,692.8,292.3,115.8
720575940644494752,descending,,DNbe007,left,ACH,0.84,506.4,278.8,53.9
720575940644639342,central,,CB0039,left,ACH,0.83,535.3,223.5,73.9
720575940644654752,visual_projection,,LPLC1,right,ACH,0.6,678.2,224.7,176.8
720575940644758308,descending,,DNge046,left,GABA,0.51,493.2,354.3,191.4
720575940644971299,visual_projection,,LPLC1,left,ACH,0.64,370.2,204.5,203.0
720575940645134103,visual_projection,,LPLC1,left,ACH,0.69,382.9,206.3,212.8
720575940645134359,visual_projection,,LPLC1,left,ACH,0.57,370.8,204.8,203.0
720575940645180196,visual_projection,,LPLC2,right,ACH,0.57,679.4,220.5,176.8
720575940645328436,visual_projection,,LPLC2,left,ACH,0.43,337.8,252.5,201.1
720575940645336100,visual_projection,,LPLC4,left,ACH,0.68,375.0,210.5,203.0
720575940645404695,central,,AVLP430,left,ACH,0.88,327.4,201.2,119.5
720575940645407268,visual_projection,,LPLC2,left,ACH,0.64,378.9,199.6,223.1
720575940645699124,visual_projection,,LPLC2,right,ACH,0.58,676.9,224.2,176.7
720575940645700228,visual_projection,,LC16,left,ACH,0.53,402.2,296.8,168.4
720575940645744676,visual_projection,,LPLC1,left,ACH,0.6,387.5,210.2,217.2
720575940645750324,visual_projection,,LPLC1,left,ACH,0.58,368.5,200.2,203.0
720575940645821316,visual_projection,,LC4,right,ACH,0.67,670.8,283.4,126.9
720575940646414132,visual_projection,,LPLC4,left,ACH,0.75,325.6,203.5,182.8
720575940646518382,central,,pC1d,left,ACH,0.89,502.1,117.8,66.6
720575940646708788,visual_projection,,LPLC1,left,ACH,0.62,373.3,199.6,213.4
720575940647358243,visual_projection,,LPLC2,right,ACH,0.5,706.5,190.8,166.9
720575940647369507,visual_projection,,LPLC2,left,ACH,0.45,353.4,269.2,185.4
720575940647882548,central,,CB1958,right,GLUT,0.69,608.9,203.2,196.0
720575940647935028,visual_projection,bilateral,LT66,left,ACH,0.86,315.6,154.3,199.1
720575940647952948,central,,SAD013,right,GABA,0.68,631.4,250.2,125.2
720575940647966004,visual_projection,,LC16,left,ACH,0.5,394.1,292.7,156.3
720575940647966260,central,,PVLP024,left,GABA,0.71,449.2,227.7,147.4
720575940648418425,visual_projection,,LPLC2,left,ACH,0.48,335.4,172.0,193.8
720575940648637049,visual_projection,,LC16,right,ACH,0.58,638.6,320.1,155.1
720575940649229433,visual_projection,,LC4,left,ACH,0.63,378.8,263.7,165.8
720575940650416505,visual_projection,,LT83,right,ACH,0.84,696.8,229.9,56.9
720575940650734070,central,,CB1717,right,ACH,0.87,636.9,235.6,206.9
720575940650935673,optic,LO,Li32,right,GABA,0.66,669.5,286.0,134.9
720575940650937078,visual_projection,,LC16,left,ACH,0.43,357.9,284.0,147.8
720575940651421686,visual_projection,,LPLC4,right,ACH,0.76,679.8,218.7,176.8
720575940652258550,central,,AVLP187,right,ACH,0.74,685.2,223.7,63.7
720575940652283126,central,,CB3705,right,ACH,0.82,685.2,240.5,36.4
720575940652554657,central,,PLP163,right,ACH,0.83,641.1,236.0,156.6
720575940652611745,visual_projection,,LC4,right,ACH,0.66,672.6,278.8,132.2
720575940652922529,central,,AOTU015a,right,ACH,0.8,616.1,149.1,46.0
720575940653213174,optic,ME.LO,LMa2,right,GABA,0.73,718.0,242.9,127.8
720575940653576694,central,,PS029,right,ACH,0.85,608.6,167.0,83.4
720575940653666465,visual_projection,,LPLC2,left,ACH,0.48,391.0,208.5,226.2
720575940653703841,central,,PVLP112b,right,GABA,0.82,671.6,211.5,181.0
720575940653742753,visual_projection,,LPLC2,right,ACH,0.43,679.3,221.5,176.8
720575940655000737,visual_projection,,LT51,left,GLUT,0.68,324.7,163.2,173.2
720575940655750305,visual_projection,,LPLC2,left,ACH,0.54,345.4,263.1,198.6
720575940660051073,central,,CL140,right,GABA,0.76,664.5,175.8,192.2
720575940661316993,visual_projection,,LPLC2,right,ACH,0.5,698.6,191.7,171.8
